year,week,track_id,popularity
2023,12,6E6wkQxtGJussNJBk2Y7om,1.0
2023,12,6FmwfLbteUqHfcz10Ab9yY,1.0
2023,12,6GyKm6DWZqF2el8ItMfVIK,1.0
2023,12,6IMlcKjsIM3l3yXWykTa3y,1.0
2023,12,6ImEBuxsbuTowuHmg3Z2FO,1.0
2023,12,6K4t31amVTZDgR3sKmwUJJ,1.0
2023,12,6KEdjhTORrn8HOVeuABlUg,1.0
2023,12,6L1rxT6NUotot2AAiLXGLj,1.0
2023,12,6M1f126jYXwFo3eUMrOmem,1.0
2023,12,6NaBDHz9C7Uz9Z9CwLXQin,1.0
2023,12,6Nrk9XnXq7Gfjy4vGmkrMq,1.0
2023,12,6OQrmEIK8KOOVcSoSaEo40,1.0
2023,12,6PQfKlBmj8GcyHOIwio9IB,1.0
2023,12,6PS1YRjdJ5Muakh2oh0UB2,1.0
2023,12,6Ps04Nfh2PySU4fIPZWxrU,1.0
2023,12,6QwFUcPc5nhsqZuhXUYtV7,1.0
2023,12,6Syi9hj45fiEW2UtYIZbJ9,1.0
2023,12,6UwB2R8I5LoUmmYc0mphdl,1.0
2023,12,6WE7jSshLCuVKoCmobVKVf,1.0
2023,12,6ZT3coOj97F6CVvruPtnox,1.0
2023,12,6ZU9RJIZ0fNaFuQM57bDIA,1.0
2023,12,6bJuuCtXYiwOcKT9s8uRh8,1.0
2023,12,6cZH4rX1KTt1aJ3Ql6Ynja,1.0
2023,12,6d9IiDcFxtFVIvt9pCqyGH,1.0
2023,12,6dFn6my1sHK2bcf23GlHwM,1.0
2023,12,6dMnsLoJPFfXIxcsDqjGiZ,1.0
2023,12,6eV7eK07znOHcKz3bzEmpS,1.0
2023,12,6fyFiyoywfLYikFDQuabmH,1.0
2023,12,6gSKswfcoWvaadqvuMF3Y7,1.0
2023,12,6gyU6PaPpzTCUYzZcVICwk,1.0
2023,12,6h5PAsRni4IRlxWr6uDPTP,1.0
2023,12,6hgBJPTHoDJyxydmtFWHKf,1.0
2023,12,6jrK6Y8d9tvjAjurI4W99u,1.0
2023,12,6lcUzde7peeHxraZ3Maf5k,1.0
2023,12,6oC8fM5FcQy8Hpw7oQpKEy,1.0
2023,12,6q1QIBUfxyZJhygVIiG6c9,1.0
2023,12,6qraVL4IJaIj0IuEexYJNa,1.0
2023,12,6rZVy6FIG7lSJQMFXHo12z,1.0
2023,12,6rovOdp3HgK1DeAMYDzoA7,1.0
2023,12,6suYoN4gFkanqOBn5yRnJC,1.0
2023,12,6tMdpUXfT70TD6Eh3XfB1p,1.0
2023,12,6uEvFCaOqXyEidoO8BZbyh,1.0
2023,12,6uQe7SVjdDlRqDRAi0qnKg,1.0
2023,12,6ujYgJuuMoDJMnJ8N7iKrm,1.0
2023,12,6vrUTGn5p8IrfTZ0J6sIVM,1.0
2023,12,6wwlTwsmum6s8nHDR2q7QQ,1.0
2023,12,6yIh43XrY4Mc5xOxeagVhp,1.0
2023,12,713yeila63kevWr0gqwTxO,1.0
2023,12,71ISqqJhm5QZLiVbscX0VN,1.0
2023,12,71r3UlkV7sWvUYjas5paqi,1.0
2023,12,73E08jF1urQQSO0oTzCPpP,1.0
2023,12,78H72MElkOY9cRnaudxZFY,1.0
2023,12,794F99D5BQHS5ZGRXAs7I5,1.0
2023,12,79xkyiTBHqdGg3SirACPwy,1.0
2023,12,7A1odihHBrI8n9k0Fefh2j,1.0
2023,12,7AQjiRtIpr33P8UT98iveh,1.0
2023,12,7CyCDNO5khwT0eKONyOook,1.0
2023,12,7DD7eSuYSC5xk2ArU62esN,1.0
2023,12,7DqCwFrRTSuLIrBCI3qNPn,1.0
